CampaignID,StartDate,EndDate,Month,Quarter,Channel,Impressions,Clicks,Leads,Conversions,Click Through Rate,Conversion Rate ,Cost Per Acquisition,Cost Per Mille, Cost_USD , Revenue_USD , ROI ,Calculated ROI,Lead to Conversion Rate,ROAS
CAMP08555,31/03/2025,05/04/2025,Mar,Q1,Social,21588,1332,266,104,6.17%,7.81%,USD 31.73,USD 152.87,3300.14,6788.41,1.06,105.70%,39.10%,2.06
CAMP08556,01/03/2025,11/03/2025,Mar,Q1,Influencer,163298,3230,899,356,1.98%,11.02%,USD 13.33,USD 29.07,4747.25,6507.77,0.37,37.09%,39.60%,1.37
CAMP08557,07/11/2025,15/11/2025,Nov,Q4,Email,279597,19776,8034,3785,7.07%,19.14%,USD 0.31,USD 4.20,1173.19,2837.49,1.42,141.86%,47.11%,2.42
CAMP08558,16/01/2025,24/01/2025,Jan,Q1,Email,95117,5085,2312,1078,5.35%,21.20%,USD 4.21,USD 47.66,4533.69,10671.32,1.35,135.38%,46.63%,2.35
CAMP08559,15/08/2025,21/08/2025,Aug,Q3,Search,291668,16102,4838,1316,5.52%,8.17%,USD 0.78,USD 3.54,1031.45,2352.60,1.28,128.09%,27.20%,2.28
CAMP08560,29/01/2025,13/02/2025,Jan,Q1,Email,298987,7990,3952,1220,2.67%,15.27%,USD 3.67,USD 14.99,4482.76,12371.02,1.76,175.97%,30.87%,2.76
CAMP08561,31/05/2025,08/06/2025,May,Q2,Social,68140,934,158,46,1.37%,4.93%,USD 25.17,USD 16.99,1157.83,2380.37,1.06,105.59%,29.11%,2.06
CAMP08562,02/09/2025,11/09/2025,Sep,Q3,Influencer,17744,1153,218,48,6.50%,4.16%,USD 75.51,USD 204.26,3624.32,8729.03,1.41,140.85%,22.02%,2.41
CAMP08563,27/09/2025,06/10/2025,Sep,Q3,Search,111320,7713,2192,458,6.93%,5.94%,USD 8.96,USD 36.86,4103.09,11937.20,1.91,190.93%,20.89%,2.91
CAMP08564,20/03/2025,29/03/2025,Mar,Q1,Social,143554,7873,2389,1094,5.48%,13.90%,USD 1.84,USD 14.03,2013.59,2568.39,0.28,27.55%,45.79%,1.28
CAMP08565,16/10/2025,24/10/2025,Oct,Q4,Email,252859,19954,5383,2150,7.89%,10.77%,USD 0.31,USD 2.59,656.14,1163.37,0.77,77.31%,39.94%,1.77
CAMP08566,02/06/2025,07/06/2025,Jun,Q2,Display,225282,13682,3723,2076,6.07%,15.17%,USD 0.90,USD 8.33,1876.31,2697.29,0.44,43.76%,55.76%,1.44
CAMP08567,04/10/2025,18/10/2025,Oct,Q4,Social,150102,12959,3821,1223,8.63%,9.44%,USD 0.33,USD 2.68,401.95,662.28,0.65,64.77%,32.01%,1.65
CAMP08568,06/10/2025,18/10/2025,Oct,Q4,Display,155117,5573,1271,654,3.59%,11.74%,USD 5.09,USD 21.47,3330.61,6731.70,1.02,102.12%,51.46%,2.02
CAMP08569,26/02/2025,05/03/2025,Feb,Q1,Display,294279,9381,1429,344,3.19%,3.67%,USD 10.22,USD 11.95,3516.14,9461.30,1.69,169.08%,24.07%,2.69
CAMP08570,05/07/2025,11/07/2025,Jul,Q3,Search,186749,6256,3018,1589,3.35%,25.40%,USD 0.89,USD 7.58,1414.80,2545.25,0.80,79.90%,52.65%,1.80
CAMP08571,03/04/2025,16/04/2025,Apr,Q2,Influencer,231505,2950,1233,700,1.27%,23.73%,USD 4.70,USD 14.22,3292.81,6966.99,1.12,111.58%,56.77%,2.12
CAMP08572,03/10/2025,14/10/2025,Oct,Q4,Email,280877,25575,10893,4912,9.11%,19.21%,USD 0.08,USD 1.38,386.70,1014.88,1.62,162.45%,45.09%,2.62
CAMP08573,07/06/2025,20/06/2025,Jun,Q2,Email,198185,19803,4871,2408,9.99%,12.16%,USD 0.11,USD 1.28,254.52,726.98,1.86,185.63%,49.44%,2.86
CAMP08574,02/10/2025,08/10/2025,Oct,Q4,Social,90160,7527,1968,1171,8.35%,15.56%,USD 1.79,USD 23.28,2099.24,3567.30,0.70,69.93%,59.50%,1.70
CAMP08575,30/06/2025,13/07/2025,Jun,Q2,Email,114318,5388,2555,897,4.71%,16.65%,USD 2.76,USD 21.64,2473.77,3354.21,0.36,35.59%,35.11%,1.36
CAMP08576,25/12/2025,08/01/2026,Dec,Q4,Search,191952,8033,3929,831,4.18%,10.34%,USD 0.23,USD 1.00,191.19,413.79,1.16,116.43%,21.15%,2.16
CAMP08577,18/03/2025,31/03/2025,Mar,Q1,Email,41382,3299,1573,744,7.97%,22.55%,USD 4.02,USD 72.27,2990.59,8348.39,1.79,179.16%,47.30%,2.79
CAMP08578,31/05/2025,15/06/2025,May,Q2,Social,54999,3074,1097,225,5.59%,7.32%,USD 18.58,USD 76.01,4180.50,6258.04,0.50,49.70%,20.51%,1.50
CAMP08579,26/08/2025,08/09/2025,Aug,Q3,Email,265820,25133,4953,2116,9.45%,8.42%,USD 1.00,USD 7.94,2111.50,4220.67,1.00,99.89%,42.72%,2.00
CAMP08580,16/10/2025,30/10/2025,Oct,Q4,Influencer,171544,6031,2062,905,3.52%,15.01%,USD 4.16,USD 21.92,3760.55,7415.56,0.97,97.19%,43.89%,1.97
CAMP08581,19/08/2025,02/09/2025,Aug,Q3,Display,224746,8797,2952,1280,3.91%,14.55%,USD 0.66,USD 3.74,840.51,2398.97,1.85,185.42%,43.36%,2.85
CAMP08582,18/01/2025,26/01/2025,Jan,Q1,Display,271037,27075,12543,3341,9.99%,12.34%,USD 0.81,USD 9.94,2694.97,5156.60,0.91,91.34%,26.64%,1.91
CAMP08583,14/03/2025,28/03/2025,Mar,Q1,Display,213181,20899,4695,1082,9.80%,5.18%,USD 3.67,USD 18.61,3966.86,8221.38,1.07,107.25%,23.05%,2.07
CAMP08584,08/07/2025,15/07/2025,Jul,Q3,Influencer,212871,19087,3440,1937,8.97%,10.15%,USD 1.78,USD 16.17,3442.00,4393.74,0.28,27.65%,56.31%,1.28
CAMP08585,17/01/2025,27/01/2025,Jan,Q1,Search,106298,4933,1017,423,4.64%,8.57%,USD 9.27,USD 36.88,3920.29,7513.12,0.92,91.65%,41.59%,1.92
CAMP08586,19/01/2025,26/01/2025,Jan,Q1,Social,173373,14803,2920,961,8.54%,6.49%,USD 3.78,USD 20.96,3633.56,6117.42,0.68,68.36%,32.91%,1.68
CAMP08587,07/08/2025,22/08/2025,Aug,Q3,Influencer,235876,8374,3009,1530,3.55%,18.27%,USD 0.45,USD 2.94,693.04,1000.28,0.44,44.33%,50.85%,1.44
CAMP08588,22/11/2025,05/12/2025,Nov,Q4,Social,244133,8038,3415,1941,3.29%,24.15%,USD 0.31,USD 2.47,603.08,1216.62,1.02,101.73%,56.84%,2.02
CAMP08589,30/04/2025,07/05/2025,Apr,Q2,Search,117696,6965,1722,622,5.92%,8.93%,USD 7.85,USD 41.46,4880.16,12404.27,1.54,154.18%,36.12%,2.54
CAMP08590,11/04/2025,17/04/2025,Apr,Q2,Influencer,64087,5602,955,228,8.74%,4.07%,USD 10.80,USD 38.44,2463.30,3333.83,0.35,35.34%,23.87%,1.35
CAMP08591,03/02/2025,15/02/2025,Feb,Q1,Email,238793,4482,1063,507,1.88%,11.31%,USD 7.28,USD 15.45,3688.74,4733.17,0.28,28.31%,47.70%,1.28
CAMP08592,25/03/2025,04/04/2025,Mar,Q1,Search,199794,12162,3875,2181,6.09%,17.93%,USD 1.58,USD 17.22,3439.52,4294.55,0.25,24.86%,56.28%,1.25
CAMP08593,15/07/2025,27/07/2025,Jul,Q3,Display,138738,9000,3292,1949,6.49%,21.66%,USD 0.16,USD 2.29,317.04,800.90,1.53,152.62%,59.20%,2.53
CAMP08594,26/11/2025,07/12/2025,Nov,Q4,Influencer,112705,7008,2241,1177,6.22%,16.80%,USD 2.15,USD 22.48,2533.57,6526.88,1.58,157.62%,52.52%,2.58
CAMP08595,21/07/2025,28/07/2025,Jul,Q3,Search,58513,1735,351,107,2.97%,6.17%,USD 24.81,USD 45.37,2654.72,7373.31,1.78,177.74%,30.48%,2.78
CAMP08596,10/12/2025,22/12/2025,Dec,Q4,Search,119307,1881,878,301,1.58%,16.00%,USD 13.50,USD 34.05,4062.09,11894.87,1.93,192.83%,34.28%,2.93
CAMP08597,07/12/2025,21/12/2025,Dec,Q4,Influencer,208760,18903,5200,1324,9.05%,7.00%,USD 3.64,USD 23.06,4814.68,8448.90,0.75,75.48%,25.46%,1.75
CAMP08598,11/01/2025,16/01/2025,Jan,Q1,Display,283313,17482,4957,2404,6.17%,13.75%,USD 0.63,USD 5.36,1518.21,2551.93,0.68,68.09%,48.50%,1.68
CAMP08599,13/12/2025,18/12/2025,Dec,Q4,Display,252831,20001,9739,2607,7.91%,13.03%,USD 0.15,USD 1.54,388.37,1158.49,1.98,198.30%,26.77%,2.98
CAMP08600,06/08/2025,20/08/2025,Aug,Q3,Search,22668,970,433,161,4.28%,16.60%,USD 15.09,USD 107.16,2428.99,3119.51,0.28,28.43%,37.18%,1.28
CAMP08601,10/09/2025,22/09/2025,Sep,Q3,Social,240715,3327,1405,579,1.38%,17.40%,USD 0.43,USD 1.02,246.25,266.80,0.08,8.35%,41.21%,1.08
CAMP08602,10/08/2025,23/08/2025,Aug,Q3,Search,56810,1895,327,115,3.34%,6.07%,USD 17.29,USD 35.00,1988.55,3520.36,0.77,77.03%,35.17%,1.77
CAMP08603,21/03/2025,04/04/2025,Mar,Q1,Influencer,223444,3709,1614,419,1.66%,11.30%,USD 3.43,USD 6.44,1438.98,1692.39,0.18,17.61%,25.96%,1.18
CAMP08604,07/01/2025,17/01/2025,Jan,Q1,Influencer,123700,2108,594,187,1.70%,8.87%,USD 6.90,USD 10.43,1290.58,2279.80,0.77,76.65%,31.48%,1.77
CAMP08605,29/09/2025,08/10/2025,Sep,Q3,Influencer,23362,684,125,56,2.93%,8.19%,USD 1.93,USD 4.62,107.89,196.70,0.82,82.32%,44.80%,1.82
CAMP08606,15/08/2025,21/08/2025,Aug,Q3,Display,215366,14434,7164,3515,6.70%,24.35%,USD 0.38,USD 6.17,1328.08,3024.66,1.28,127.75%,49.06%,2.28
CAMP08607,16/01/2025,31/01/2025,Jan,Q1,Email,99410,8310,1402,625,8.36%,7.52%,USD 2.67,USD 16.77,1667.59,4149.44,1.49,148.83%,44.58%,2.49
CAMP08608,12/01/2025,25/01/2025,Jan,Q1,Influencer,62026,5205,2439,1429,8.39%,27.45%,USD 3.19,USD 73.58,4564.08,10477.29,1.30,129.56%,58.59%,2.30
CAMP08609,18/10/2025,28/10/2025,Oct,Q4,Influencer,56376,5321,533,237,9.44%,4.45%,USD 2.25,USD 9.44,532.46,1285.56,1.41,141.44%,44.47%,2.41
CAMP08610,29/08/2025,10/09/2025,Aug,Q3,Social,19156,1323,364,105,6.91%,7.94%,USD 36.75,USD 201.41,3858.25,6705.54,0.74,73.80%,28.85%,1.74
CAMP08611,21/01/2025,03/02/2025,Jan,Q1,Social,21239,250,27,10,1.18%,4.00%,USD 365.18,USD 171.94,3651.83,6986.15,0.91,91.31%,37.04%,1.91
CAMP08612,27/06/2025,10/07/2025,Jun,Q2,Search,18014,792,368,196,4.40%,24.75%,USD 8.67,USD 94.29,1698.63,4125.57,1.43,142.88%,53.26%,2.43
CAMP08613,16/08/2025,28/08/2025,Aug,Q3,Search,228474,4576,688,227,2.00%,4.96%,USD 20.02,USD 19.89,4544.22,5883.93,0.29,29.48%,32.99%,1.29
CAMP08614,30/09/2025,14/10/2025,Sep,Q3,Search,273061,21837,8063,3989,8.00%,18.27%,USD 0.83,USD 12.13,3311.02,8026.22,1.42,142.41%,49.47%,2.42
CAMP08615,15/10/2025,27/10/2025,Oct,Q4,Influencer,20350,422,148,76,2.07%,18.01%,USD 7.57,USD 28.27,575.29,1670.13,1.90,190.31%,51.35%,2.90
CAMP08616,24/10/2025,31/10/2025,Oct,Q4,Social,210894,4119,1695,972,1.95%,23.60%,USD 1.13,USD 5.21,1099.67,1486.03,0.35,35.13%,57.35%,1.35
CAMP08617,14/05/2025,21/05/2025,May,Q2,Search,219943,2757,1099,396,1.25%,14.36%,USD 5.22,USD 9.39,2065.55,3695.00,0.79,78.89%,36.03%,1.79
CAMP08618,10/10/2025,16/10/2025,Oct,Q4,Social,286035,27458,3102,942,9.60%,3.43%,USD 5.14,USD 16.92,4839.74,10467.10,1.16,116.27%,30.37%,2.16
CAMP08619,02/06/2025,07/06/2025,Jun,Q2,Influencer,295627,23861,6093,2456,8.07%,10.29%,USD 0.57,USD 4.72,1395.66,3400.25,1.44,143.63%,40.31%,2.44
CAMP08620,07/03/2025,15/03/2025,Mar,Q1,Influencer,298279,11930,2732,1632,4.00%,13.68%,USD 1.35,USD 7.37,2198.25,3306.28,0.50,50.41%,59.74%,1.50
CAMP08621,17/05/2025,23/05/2025,May,Q2,Search,279942,12283,6008,3369,4.39%,27.43%,USD 0.85,USD 10.17,2847.29,6176.17,1.17,116.91%,56.08%,2.17
CAMP08622,02/04/2025,08/04/2025,Apr,Q2,Influencer,179991,2762,1132,354,1.53%,12.82%,USD 5.20,USD 10.23,1842.03,5286.83,1.87,187.01%,31.27%,2.87
CAMP08623,13/11/2025,28/11/2025,Nov,Q4,Influencer,281342,6811,2609,727,2.42%,10.67%,USD 4.86,USD 12.56,3534.77,6061.79,0.71,71.49%,27.87%,1.71
CAMP08624,16/09/2025,01/10/2025,Sep,Q3,Social,112378,4273,1183,462,3.80%,10.81%,USD 7.23,USD 29.71,3338.37,7137.79,1.14,113.81%,39.05%,2.14
CAMP08625,13/04/2025,22/04/2025,Apr,Q2,Email,191574,8603,3926,1045,4.49%,12.15%,USD 0.38,USD 2.07,395.99,890.25,1.25,124.82%,26.62%,2.25
CAMP08626,24/02/2025,04/03/2025,Feb,Q1,Display,37104,2441,260,130,6.58%,5.33%,USD 16.93,USD 59.32,2200.86,6106.50,1.77,177.46%,50.00%,2.77
CAMP08627,14/09/2025,19/09/2025,Sep,Q3,Search,274747,11410,2183,468,4.15%,4.10%,USD 8.39,USD 14.29,3927.30,6369.71,0.62,62.19%,21.44%,1.62
CAMP08628,11/04/2025,24/04/2025,Apr,Q2,Email,43661,4187,1582,458,9.59%,10.94%,USD 7.06,USD 74.11,3235.57,8884.57,1.75,174.59%,28.95%,2.75
CAMP08629,17/07/2025,25/07/2025,Jul,Q3,Search,166037,6782,2057,426,4.08%,6.28%,USD 5.53,USD 14.18,2354.91,5526.83,1.35,134.69%,20.71%,2.35
CAMP08630,28/10/2025,06/11/2025,Oct,Q4,Email,296484,28089,8806,2559,9.47%,9.11%,USD 1.44,USD 12.40,3676.36,8947.80,1.43,143.39%,29.06%,2.43
CAMP08631,14/08/2025,25/08/2025,Aug,Q3,Influencer,203761,15422,4110,908,7.57%,5.89%,USD 3.73,USD 16.61,3385.39,3834.33,0.13,13.26%,22.09%,1.13
CAMP08632,25/08/2025,31/08/2025,Aug,Q3,Search,159641,14525,2419,1135,9.10%,7.81%,USD 3.70,USD 26.34,4204.29,7202.30,0.71,71.31%,46.92%,1.71
CAMP08633,26/01/2025,07/02/2025,Jan,Q1,Email,205174,15036,2503,1071,7.33%,7.12%,USD 0.33,USD 1.71,349.88,432.45,0.24,23.60%,42.79%,1.24
CAMP08634,01/05/2025,16/05/2025,May,Q2,Display,54411,3328,724,206,6.12%,6.19%,USD 13.22,USD 50.04,2722.87,5781.02,1.12,112.31%,28.45%,2.12
CAMP08635,01/07/2025,07/07/2025,Jul,Q3,Influencer,113004,6307,1812,511,5.58%,8.10%,USD 6.53,USD 29.52,3335.58,8923.54,1.68,167.53%,28.20%,2.68
CAMP08636,18/07/2025,02/08/2025,Jul,Q3,Search,163326,5915,2541,804,3.62%,13.59%,USD 4.24,USD 20.88,3409.66,6205.49,0.82,82.00%,31.64%,1.82
CAMP08637,29/10/2025,12/11/2025,Oct,Q4,Search,105148,3873,1079,560,3.68%,14.46%,USD 8.25,USD 43.94,4619.95,6704.51,0.45,45.12%,51.90%,1.45
CAMP08638,12/09/2025,21/09/2025,Sep,Q3,Email,279350,8405,3858,1003,3.01%,11.93%,USD 2.11,USD 7.58,2116.92,3406.58,0.61,60.92%,26.00%,1.61
CAMP08639,02/05/2025,08/05/2025,May,Q2,Search,268677,12009,1779,442,4.47%,3.68%,USD 9.04,USD 14.87,3996.06,8577.05,1.15,114.64%,24.85%,2.15
CAMP08640,31/01/2025,06/02/2025,Jan,Q1,Influencer,76132,1631,340,137,2.14%,8.40%,USD 28.84,USD 51.90,3951.57,10017.49,1.54,153.51%,40.29%,2.54
CAMP08641,11/11/2025,19/11/2025,Nov,Q4,Social,222761,9998,1281,699,4.49%,6.99%,USD 2.03,USD 6.36,1417.43,3373.09,1.38,137.97%,54.57%,2.38
CAMP08642,12/10/2025,20/10/2025,Oct,Q4,Email,232677,19786,6015,1742,8.50%,8.80%,USD 0.81,USD 6.08,1414.65,4080.33,1.88,188.43%,28.96%,2.88
CAMP08643,16/04/2025,28/04/2025,Apr,Q2,Display,273502,24157,3285,796,8.83%,3.30%,USD 5.93,USD 17.26,4719.94,13063.59,1.77,176.77%,24.23%,2.77
CAMP08644,12/08/2025,22/08/2025,Aug,Q3,Search,168107,11406,4770,1892,6.78%,16.59%,USD 0.89,USD 10.05,1689.57,2044.08,0.21,20.98%,39.66%,1.21
CAMP08645,30/09/2025,14/10/2025,Sep,Q3,Influencer,170531,5646,654,322,3.31%,5.70%,USD 6.62,USD 12.49,2130.57,5129.09,1.41,140.74%,49.24%,2.41
CAMP08646,20/08/2025,01/09/2025,Aug,Q3,Search,177359,5610,1627,727,3.16%,12.96%,USD 4.21,USD 17.25,3059.36,5468.02,0.79,78.73%,44.68%,1.79
CAMP08647,13/09/2025,24/09/2025,Sep,Q3,Display,235964,8261,2215,813,3.50%,9.84%,USD 2.03,USD 7.00,1651.19,2761.26,0.67,67.23%,36.70%,1.67
CAMP08648,24/01/2025,07/02/2025,Jan,Q1,Influencer,130774,7193,1301,281,5.50%,3.91%,USD 11.90,USD 25.56,3342.82,6524.39,0.95,95.18%,21.60%,1.95
CAMP08649,19/04/2025,27/04/2025,Apr,Q2,Display,218089,21346,7145,2288,9.79%,10.72%,USD 0.66,USD 6.96,1518.26,3845.04,1.53,153.25%,32.02%,2.53
CAMP08650,10/07/2025,16/07/2025,Jul,Q3,Influencer,173594,3441,875,496,1.98%,14.41%,USD 5.41,USD 15.46,2683.92,4921.17,0.83,83.36%,56.69%,1.83
CAMP08651,13/12/2025,26/12/2025,Dec,Q4,Social,43941,2418,433,125,5.50%,5.17%,USD 22.74,USD 64.68,2841.98,7508.96,1.64,164.22%,28.87%,2.64
CAMP08652,25/01/2025,31/01/2025,Jan,Q1,Influencer,78588,5611,2416,1076,7.14%,19.18%,USD 3.74,USD 51.19,4022.77,7819.74,0.94,94.39%,44.54%,1.94
CAMP08653,06/07/2025,11/07/2025,Jul,Q3,Display,91938,2952,1075,605,3.21%,20.49%,USD 7.13,USD 46.93,4314.35,4835.34,0.12,12.08%,56.28%,1.12
CAMP08654,15/10/2025,27/10/2025,Oct,Q4,Email,248795,24187,2536,1002,9.72%,4.14%,USD 3.43,USD 13.83,3439.81,7776.36,1.26,126.07%,39.51%,2.26
CAMP08655,26/04/2025,10/05/2025,Apr,Q2,Social,249696,10340,3109,1176,4.14%,11.37%,USD 1.21,USD 5.70,1423.06,3645.25,1.56,156.16%,37.83%,2.56
CAMP08656,04/12/2025,17/12/2025,Dec,Q4,Search,99846,9376,1955,501,9.39%,5.34%,USD 4.74,USD 23.77,2372.90,3872.49,0.63,63.20%,25.63%,1.63
CAMP08657,06/02/2025,11/02/2025,Feb,Q1,Social,62428,3980,1854,1098,6.38%,27.59%,USD 2.60,USD 45.78,2857.96,4127.71,0.44,44.43%,59.22%,1.44
CAMP08658,09/10/2025,20/10/2025,Oct,Q4,Social,278859,2890,1127,305,1.04%,10.55%,USD 5.11,USD 5.59,1559.35,3555.87,1.28,128.04%,27.06%,2.28
CAMP08659,17/05/2025,23/05/2025,May,Q2,Search,45583,1732,596,233,3.80%,13.45%,USD 20.20,USD 103.24,4706.00,8025.07,0.71,70.53%,39.09%,1.71
CAMP08660,15/08/2025,25/08/2025,Aug,Q3,Influencer,201791,2409,326,87,1.19%,3.61%,USD 7.27,USD 3.13,632.26,1777.65,1.81,181.16%,26.69%,2.81
CAMP08661,16/11/2025,01/12/2025,Nov,Q4,Social,25706,1139,537,182,4.43%,15.98%,USD 22.99,USD 162.76,4183.93,10600.55,1.53,153.36%,33.89%,2.53
CAMP08662,24/11/2025,03/12/2025,Nov,Q4,Social,288460,27094,4272,2364,9.39%,8.73%,USD 0.93,USD 7.59,2189.44,4208.95,0.92,92.24%,55.34%,1.92
CAMP08663,01/07/2025,06/07/2025,Jul,Q3,Email,172667,13832,3877,1773,8.01%,12.82%,USD 2.67,USD 27.41,4733.00,13967.71,1.95,195.11%,45.73%,2.95
CAMP08664,28/12/2025,03/01/2026,Dec,Q4,Email,269641,17745,6608,1347,6.58%,7.59%,USD 2.01,USD 10.05,2709.46,4576.30,0.69,68.90%,20.38%,1.69
CAMP08665,27/03/2025,02/04/2025,Mar,Q1,Display,18562,1085,323,189,5.85%,17.42%,USD 19.45,USD 198.02,3675.57,6944.05,0.89,88.92%,58.51%,1.89
CAMP08666,22/02/2025,08/03/2025,Feb,Q1,Search,144829,6304,2855,1466,4.35%,23.26%,USD 2.52,USD 25.54,3698.96,8499.74,1.30,129.79%,51.35%,2.30
CAMP08667,14/12/2025,28/12/2025,Dec,Q4,Influencer,236311,6862,2979,1784,2.90%,26.00%,USD 1.97,USD 14.90,3520.22,7125.15,1.02,102.41%,59.89%,2.02
CAMP08668,21/12/2025,31/12/2025,Dec,Q4,Influencer,224267,3504,540,272,1.56%,7.76%,USD 1.26,USD 1.52,341.95,577.48,0.69,68.88%,50.37%,1.69
CAMP08669,23/08/2025,07/09/2025,Aug,Q3,Display,276162,7487,2598,1314,2.71%,17.55%,USD 2.40,USD 11.40,3148.65,5779.60,0.84,83.56%,50.58%,1.84
CAMP08670,24/09/2025,29/09/2025,Sep,Q3,Influencer,165349,6884,832,399,4.16%,5.80%,USD 11.24,USD 27.12,4484.57,12231.04,1.73,172.74%,47.96%,2.73
CAMP08671,14/10/2025,29/10/2025,Oct,Q4,Influencer,180149,10232,3972,1466,5.68%,14.33%,USD 2.89,USD 23.50,4233.19,5911.31,0.40,39.64%,36.91%,1.40
CAMP08672,10/04/2025,18/04/2025,Apr,Q2,Email,170644,4845,1910,622,2.84%,12.84%,USD 7.37,USD 26.86,4583.24,7494.71,0.64,63.52%,32.57%,1.64
CAMP08673,28/03/2025,11/04/2025,Mar,Q1,Influencer,47020,4593,1092,447,9.77%,9.73%,USD 5.10,USD 48.44,2277.50,3181.75,0.40,39.70%,40.93%,1.40
CAMP08674,15/01/2025,30/01/2025,Jan,Q1,Influencer,115005,1945,806,218,1.69%,11.21%,USD 10.68,USD 20.24,2327.54,4711.92,1.02,102.44%,27.05%,2.02
CAMP08675,11/04/2025,20/04/2025,Apr,Q2,Display,62264,1153,416,203,1.85%,17.61%,USD 20.00,USD 65.21,4060.12,5366.64,0.32,32.18%,48.80%,1.32
CAMP08676,14/06/2025,20/06/2025,Jun,Q2,Display,218393,15600,4705,2817,7.14%,18.06%,USD 0.56,USD 7.27,1587.00,2130.19,0.34,34.23%,59.87%,1.34
CAMP08677,29/01/2025,04/02/2025,Jan,Q1,Social,49944,3893,1098,483,7.79%,12.41%,USD 7.97,USD 77.06,3848.86,10271.02,1.67,166.86%,43.99%,2.67
CAMP08678,24/04/2025,05/05/2025,Apr,Q2,Influencer,291858,28462,4088,2218,9.75%,7.79%,USD 1.16,USD 8.81,2571.57,6187.34,1.41,140.61%,54.26%,2.41
CAMP08679,17/04/2025,28/04/2025,Apr,Q2,Influencer,54294,3134,979,263,5.77%,8.39%,USD 5.31,USD 25.70,1395.22,1921.23,0.38,37.70%,26.86%,1.38
CAMP08680,30/12/2025,09/01/2026,Dec,Q4,Influencer,168783,4208,683,362,2.49%,8.60%,USD 8.99,USD 19.28,3254.04,5770.49,0.77,77.33%,53.00%,1.77
CAMP08681,10/05/2025,15/05/2025,May,Q2,Email,267364,25242,9148,5150,9.44%,20.40%,USD 0.30,USD 5.80,1549.39,4390.62,1.83,183.38%,56.30%,2.83
CAMP08682,25/03/2025,01/04/2025,Mar,Q1,Influencer,130303,12798,4324,2315,9.82%,18.09%,USD 1.47,USD 26.03,3391.71,9294.04,1.74,174.02%,53.54%,2.74
CAMP08683,28/09/2025,11/10/2025,Sep,Q3,Email,21771,2027,438,197,9.31%,9.72%,USD 14.67,USD 132.73,2889.61,6672.06,1.31,130.90%,44.98%,2.31
CAMP08684,01/09/2025,15/09/2025,Sep,Q3,Social,249279,22048,4383,2500,8.84%,11.34%,USD 1.46,USD 14.60,3638.75,5705.44,0.57,56.80%,57.04%,1.57
CAMP08685,02/08/2025,07/08/2025,Aug,Q3,Search,212831,3614,1049,613,1.70%,16.96%,USD 4.95,USD 14.26,3035.40,5301.56,0.75,74.66%,58.44%,1.75
CAMP08686,02/11/2025,08/11/2025,Nov,Q4,Influencer,297573,25870,7890,4151,8.69%,16.05%,USD 0.92,USD 12.82,3815.60,8800.68,1.31,130.65%,52.61%,2.31
CAMP08687,15/06/2025,27/06/2025,Jun,Q2,Display,6839,655,274,114,9.58%,17.40%,USD 43.70,USD 728.39,4981.43,10565.34,1.12,112.09%,41.61%,2.12
CAMP08688,06/10/2025,17/10/2025,Oct,Q4,Display,262186,15654,3468,1852,5.97%,11.83%,USD 1.29,USD 9.12,2392.06,5074.17,1.12,112.13%,53.40%,2.12
CAMP08689,28/02/2025,13/03/2025,Feb,Q1,Influencer,203379,16175,4227,1474,7.95%,9.11%,USD 2.06,USD 14.91,3031.43,5598.27,0.85,84.67%,34.87%,1.85
CAMP08690,31/03/2025,14/04/2025,Mar,Q1,Email,29940,2080,493,166,6.95%,7.98%,USD 3.61,USD 20.02,599.26,707.40,0.18,18.05%,33.67%,1.18
CAMP08691,27/11/2025,05/12/2025,Nov,Q4,Display,95528,3431,883,299,3.59%,8.71%,USD 15.91,USD 49.80,4757.01,5913.42,0.24,24.31%,33.86%,1.24
CAMP08692,13/07/2025,21/07/2025,Jul,Q3,Display,274820,17279,5647,1579,6.29%,9.14%,USD 1.91,USD 11.00,3022.05,8070.82,1.67,167.06%,27.96%,2.67
CAMP08693,03/05/2025,14/05/2025,May,Q2,Social,88988,8012,2587,1162,9.00%,14.50%,USD 0.52,USD 6.78,603.73,1671.27,1.77,176.82%,44.92%,2.77
CAMP08694,16/05/2025,21/05/2025,May,Q2,Social,152972,8363,2045,950,5.47%,11.36%,USD 2.17,USD 13.47,2060.06,5742.21,1.79,178.74%,46.45%,2.79
CAMP08695,19/05/2025,02/06/2025,May,Q2,Social,71196,4493,1531,832,6.31%,18.52%,USD 0.60,USD 7.00,498.34,971.35,0.95,94.92%,54.34%,1.95
CAMP08696,17/08/2025,30/08/2025,Aug,Q3,Display,123104,7119,2466,1178,5.78%,16.55%,USD 2.15,USD 20.60,2536.28,7281.73,1.87,187.10%,47.77%,2.87
CAMP08697,01/10/2025,07/10/2025,Oct,Q4,Display,70913,2511,780,399,3.54%,15.89%,USD 3.65,USD 20.55,1457.56,3899.61,1.68,167.54%,51.15%,2.68
CAMP08698,19/02/2025,24/02/2025,Feb,Q1,Influencer,136231,9254,2599,1235,6.79%,13.35%,USD 1.43,USD 12.97,1767.37,3125.28,0.77,76.83%,47.52%,1.77
CAMP08699,28/04/2025,09/05/2025,Apr,Q2,Influencer,228748,12776,1675,802,5.59%,6.28%,USD 0.55,USD 1.92,438.48,634.06,0.45,44.60%,47.88%,1.45
